model_receiver,model_sender,label_receiver_before,label_sender_before,id,match_type,p_round_2,model,p_pos,p_neg,delta,max_delta,max_delta_neg,delta_positive_only,delta_negative_only
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,76,B:1,1.0,llama-3.3-70b,0.2,0.8,0.8,0.8,0.19999999999999996,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,87,B:B,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,91,B:1,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,94,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,98,0:B,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,99,B:1,1.0,llama-3.3-70b,0.2,0.8,0.8,0.8,0.19999999999999996,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,113,0:B,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,120,B:1,1.0,llama-3.3-70b,0.8,0.2,0.19999999999999996,0.19999999999999996,0.8,0.19999999999999996,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,131,B:1,0.7,llama-3.3-70b,0.3,0.7,0.39999999999999997,0.7,0.30000000000000004,0.39999999999999997,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,136,0:B,0.4,llama-3.3-70b,0.0,1.0,0.4,1.0,0.0,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,148,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,163,B:1,0.0,llama-3.3-70b,0.8,0.2,-0.8,0.19999999999999996,0.8,0.0,-0.8
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,166,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,177,0:1,0.3,llama-3.3-70b,0.0,1.0,0.3,1.0,0.0,0.3,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,182,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,204,B:B,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,205,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,206,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,214,B:1,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,218,B:B,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,237,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,248,B:1,1.0,llama-3.3-70b,0.5,0.5,0.5,0.5,0.5,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,249,0:1,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,260,B:1,1.0,llama-3.3-70b,0.5,0.5,0.5,0.5,0.5,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,269,B:B,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,275,B:1,1.0,llama-3.3-70b,0.2,0.8,0.8,0.8,0.19999999999999996,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,289,0:B,0.2,llama-3.3-70b,0.0,1.0,0.2,1.0,0.0,0.2,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,303,B:1,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,337,B:1,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,351,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,355,B:1,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,356,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,359,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,378,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,400,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,405,B:1,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,415,0:1,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,430,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,432,0:B,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,440,B:1,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,448,B:B,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,462,B:1,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,465,0:1,0.2,llama-3.3-70b,0.0,1.0,0.2,1.0,0.0,0.2,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,468,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,471,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,475,B:B,1.0,llama-3.3-70b,0.4,0.6,0.6,0.6,0.4,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,477,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,479,B:1,1.0,llama-3.3-70b,0.8,0.2,0.19999999999999996,0.19999999999999996,0.8,0.19999999999999996,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,485,B:B,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,491,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,508,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,525,B:1,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,537,B:1,1.0,llama-3.3-70b,0.4,0.6,0.6,0.6,0.4,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,538,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,550,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,552,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,556,B:B,1.0,llama-3.3-70b,0.2,0.8,0.8,0.8,0.19999999999999996,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,568,B:1,0.3,llama-3.3-70b,0.6,0.4,-0.3,0.4,0.6,0.0,-0.3
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,585,B:B,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,592,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,594,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,595,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,596,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,598,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,605,0:1,0.1,llama-3.3-70b,0.0,1.0,0.1,1.0,0.0,0.1,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,616,B:1,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,632,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,647,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,671,B:B,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,678,B:1,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,681,B:1,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,683,0:B,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,684,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,691,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,692,0:B,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,732,B:1,1.0,llama-3.3-70b,0.2,0.8,0.8,0.8,0.19999999999999996,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,745,0:B,0.7,llama-3.3-70b,0.0,1.0,0.7,1.0,0.0,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,747,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,752,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,764,B:1,1.0,llama-3.3-70b,0.8,0.2,0.19999999999999996,0.19999999999999996,0.8,0.19999999999999996,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,766,0:B,0.7,llama-3.3-70b,0.0,1.0,0.7,1.0,0.0,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,784,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,786,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,788,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,795,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,805,0:1,0.8,llama-3.3-70b,0.0,1.0,0.8,1.0,0.0,0.8,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,816,0:B,0.5,llama-3.3-70b,0.0,1.0,0.5,1.0,0.0,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,824,B:B,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,825,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,829,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,852,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,883,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,884,0:1,0.6,llama-3.3-70b,0.0,1.0,0.6,1.0,0.0,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,891,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,897,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,905,B:1,1.0,llama-3.3-70b,0.8,0.2,0.19999999999999996,0.19999999999999996,0.8,0.19999999999999996,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,910,B:B,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,917,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,933,B:1,1.0,llama-3.3-70b,0.6,0.4,0.4,0.4,0.6,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,939,0:1,0.3,llama-3.3-70b,0.0,1.0,0.3,1.0,0.0,0.3,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,954,0:1,0.6,llama-3.3-70b,0.0,1.0,0.6,1.0,0.0,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,968,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,970,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,976,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,991,0:1,0.6,llama-3.3-70b,0.0,1.0,0.6,1.0,0.0,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,999,0:1,0.6,llama-3.3-70b,0.0,1.0,0.6,1.0,0.0,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1007,B:1,1.0,llama-3.3-70b,0.4,0.6,0.6,0.6,0.4,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1011,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1016,B:1,1.0,llama-3.3-70b,0.9,0.1,0.09999999999999998,0.09999999999999998,0.9,0.09999999999999998,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1022,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1039,B:1,1.0,llama-3.3-70b,0.3,0.7,0.7,0.7,0.30000000000000004,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1046,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1058,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1064,0:B,0.5,llama-3.3-70b,0.0,1.0,0.5,1.0,0.0,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1071,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1072,B:1,1.0,llama-3.3-70b,0.5,0.5,0.5,0.5,0.5,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1073,B:B,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1090,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1122,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1145,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1149,B:1,1.0,llama-3.3-70b,0.5,0.5,0.5,0.5,0.5,0.5,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1157,B:1,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1201,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1202,B:B,0.9,llama-3.3-70b,0.5,0.5,0.4,0.5,0.5,0.4,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1209,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1216,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1219,B:1,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1226,B:1,0.9,llama-3.3-70b,0.3,0.7,0.6000000000000001,0.7,0.30000000000000004,0.6000000000000001,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1241,B:1,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1263,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1278,B:B,1.0,llama-3.3-70b,0.1,0.9,0.9,0.9,0.09999999999999998,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1304,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1308,0:1,0.9,llama-3.3-70b,0.0,1.0,0.9,1.0,0.0,0.9,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1309,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1319,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1321,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1329,0:B,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1335,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1364,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1370,B:1,1.0,llama-3.3-70b,0.7,0.3,0.30000000000000004,0.30000000000000004,0.7,0.30000000000000004,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1396,B:B,0.7,llama-3.3-70b,0.2,0.8,0.49999999999999994,0.8,0.19999999999999996,0.49999999999999994,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1399,0:1,0.6,llama-3.3-70b,0.0,1.0,0.6,1.0,0.0,0.6,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1400,0:B,0.3,llama-3.3-70b,0.0,1.0,0.3,1.0,0.0,0.3,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1402,0:B,0.0,llama-3.3-70b,0.0,1.0,0.0,1.0,0.0,0.0,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1414,0:1,0.7,llama-3.3-70b,0.0,1.0,0.7,1.0,0.0,0.7,0.0
llama-3.3-70b,qwen-2.5-72b-high-temp,literal,sarcastic,1417,0:1,1.0,llama-3.3-70b,0.0,1.0,1.0,1.0,0.0,1.0,0.0
