id,claim,model,repetition,label,explanation,valid_json
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,1,sarcastic,"The speaker is being facetious, implying the opposite of what they're saying, highlighting the irony of a time without Xbox Live.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,2,sarcastic,"The speaker is being ironic, highlighting the obvious fact that Xbox Live did not always exist.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,3,sarcastic,"The speaker uses sarcasm to express irony about the past, highlighting the absurdity of a time without Xbox Live.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,4,sarcastic,"The tone is ironic and mocking, implying that the absence of Xbox Live was not amazing at all.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,5,sarcastic,"The speaker is being facetious, implying that the absence of Xbox Live was not amazing, but rather a negative experience.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,6,sarcastic,The speaker is expressing irony and criticism towards the current state of Xbox Live.,True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,7,sarcastic,"The tone is ironic, implying the opposite of what is being said, as the speaker likely remembers the time before Xbox Live.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,8,sarcastic,"The speaker is being ironic, highlighting the obvious fact that Xbox Live has existed for a long time.",True
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.1-8b,9,sarcastic,"The speaker is expressing irony by highlighting the obvious fact that Xbox Live has existed for a long time, implying that it's unbelievable it didn't exist in the past.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,0,sarcastic,The use of 'Synical' instead of 'Sinical' and the mention of an election hint at sarcasm.,True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,1,sarcastic,"The claim is sarcastic because it uses a word with a different spelling than the intended word and a phrase that implies a political event, suggesting a literal statement is being used ironically.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,2,sarcastic,"The claim uses a word with a similar spelling to 'sinister' but with a clear negative connotation, indicating sarcasm.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,3,sarcastic,"The claim uses a playful misspelling of 'sincere' to convey a humorous tone, indicating sarcasm.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,4,sarcastic,"The use of 'Synical' (likely a typo for 'Sincere') and 'ploy' (instead of 'ploy' or 'plot') suggests a mocking tone, indicating sarcasm.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,5,sarcastic,"The claim is sarcastic because the tone and language used convey irony and mocking, indicating the speaker is being facetious about the supposed cynical ploy.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,6,sarcastic,The use of 'Synical' instead of 'Sincere' and the mention of an election hint at sarcasm.,True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,7,sarcastic,The use of 'Synical' (likely a play on 'sinister' with a nod to San Francisco) and the mention of an election suggests the speaker is being facetious.,True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,8,sarcastic,"The use of 'Synical' and the mention of an election suggest irony and mocking tone, indicating a sarcastic comment.",True
9,"Synical ploy for SF, there must be an election coming up!",llama-3.1-8b,9,sarcastic,"The use of 'Synical' instead of 'Sincere' and the mention of an election indicate irony, making the claim sarcastic.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,0,sarcastic,"The claim uses a sarcastic tone to convey that the person is not ready, rather than a literal assessment of their readiness.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,1,sarcastic,"The claim uses a literal tone but implies sarcasm through the use of 'no' as a negation, implying the opposite of what is literally stated.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,2,sarcastic,"The claim uses a tone of certainty and exclusion, implying that the speaker is being facetious, to convey the opposite meaning.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,3,sarcastic,"This claim uses a sarcastic tone to convey that the person is not ready, despite not being level 30 on their main account.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,4,sarcastic,"The claim uses a sarcastic tone to express skepticism about someone's readiness, implying they're not truly prepared",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,5,sarcastic,"The claim uses a tone of certainty to convey sarcasm, implying the opposite of the literal meaning.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,6,sarcastic,"This claim uses a sarcastic tone to express that the person is not ready, implying that they are not even close to being ready.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,7,sarcastic,"The claim uses a tone of mock seriousness to convey a sarcastic message, implying the opposite of what the words literally say.",True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,8,sarcastic,The claim is sarcastic because it uses a tone of mocking to convey the opposite meaning of the literal interpretation.,True
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.1-8b,9,sarcastic,"The claim uses a sarcastic tone to convey the opposite of its literal meaning, implying that the person is not ready.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,0,sarcastic,"The claim uses sarcastic tone by expressing the opposite of what is meant, and the use of 'obvs' is a colloquialism indicating a mocking tone.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,1,sarcastic,"The claim uses an informal tone and ironic language, indicating a sarcastic intent.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,2,sarcastic,"The claim contains sarcastic language, using phrases like 'hilarious meme' and 'obvs wrong' to express the opposite of intended meaning.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,3,sarcastic,The claim is sarcastic due to the use of 'hilarious meme' and 'obvs wrong' which convey mocking tone and dismissive language.,True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,4,sarcastic,"The claim uses irony and mocking tone to express disagreement, indicating sarcasm.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,5,sarcastic,"The claim is sarcastic due to the use of 'hilarious meme' and 'obvs wrong', which convey irony and disagreement rather than genuine amusement or agreement.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,6,sarcastic,"The claim uses irony and mocking tone, indicating sarcasm, with phrases like 'hilarious meme' and 'obvs wrong' conveying disdain.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,7,sarcastic,"The claim contains sarcastic tone and language, indicating a literal disagreement with the meme is being mocked.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,8,sarcastic,"The claim uses a sarcastic tone, with the phrase 'hilarious meme' indicating irony, and the phrase 'obvs wrong' implying that disagreement is unacceptable.",True
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.1-8b,9,sarcastic,"The claim uses a colloquial expression and an informal tone to express disdain, indicating a sarcastic tone.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,0,literal,"The claim is literal as it refers to a specific individual, Joe Warren, and does not convey irony or sarcasm.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,1,literal,"The statement is a factual assertion about the ownership of a title, lacking any tone or irony.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,2,sarcastic,"The claim is sarcastic because it is unlikely to be a genuine statement about Joe Warren, and the tone suggests irony.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,3,sarcastic,"The claim is sarcastic because it's unlikely Joe Warren would have a title without it being publicly known, and the speaker is probably being facetious.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,4,literal,The claim is a direct statement without any hint of irony or mocking tone.,True
13,That title belongs to Joe Warren.,llama-3.1-8b,5,literal,The claim is literal because it states a factual relationship between the title and Joe Warren without expressing irony or criticism.,True
13,That title belongs to Joe Warren.,llama-3.1-8b,6,sarcastic,"The claim is sarcastic because it is ironic that Joe Warren is associated with a title, implying he does not actually possess it.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,7,literal,"The claim is made in a neutral tone, indicating a factual statement.",True
13,That title belongs to Joe Warren.,llama-3.1-8b,8,literal,The claim is stating a fact about the title belonging to a specific person.,True
13,That title belongs to Joe Warren.,llama-3.1-8b,9,literal,The statement appears to be a factual declaration without any obvious intent to convey sarcasm or irony.,True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,0,sarcastic,"The claim has a tone that suggests the opposite of what is being stated, implying that there will not be an overlap between port and ejection next week.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,1,sarcastic,"The claim uses a double negative ('1 more overlap') to convey the opposite meaning, indicating sarcasm.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,2,sarcastic,"The claim uses a tone of inevitability, implying that the overlap is unavoidable and possibly undesirable.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,3,sarcastic,"The claim is sarcastic because it highlights an unlikely event, implying the opposite is true.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,4,sarcastic,"The claim contains a clear indication of sarcasm through the use of 'too', which implies the opposite of what is being said.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,5,sarcastic,"The claim uses a wordplay on 'injection' and 'essential', implying a negative tone.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,6,sarcastic,"The claim contains a clear exaggeration and a hint of irony, indicating sarcasm.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,7,sarcastic,"The claim uses a phrase that is likely meant to be ironic, given the context of the topic.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,8,sarcastic,"The claim uses an unusual word 'essenjection' which is not a real term, implying sarcasm.",True
14,There will be 1 more overlap between port and essenjection next week too,llama-3.1-8b,9,sarcastic,"The claim implies a negative outcome, using a phrase that typically indicates a positive occurrence, suggesting sarcasm.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,0,sarcastic,"The claim is sarcastic because Aston Martin is a luxury car brand, not a fact-checking organization.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,1,sarcastic,The phrase 'according to Aston Martin' is a common idiomatic expression indicating the opposite of the literal meaning.,True
16,It's a fake according to Aston Martin!,llama-3.1-8b,2,sarcastic,"The quote marks around 'fake' indicate irony, making the statement sarcastic.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,3,sarcastic,"The phrase 'according to Aston Martin!' is an ironic statement, implying the opposite of what the words literally say.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,4,sarcastic,The phrase 'according to Aston Martin' is a common idiomatic expression indicating the speaker is being sarcastic.,True
16,It's a fake according to Aston Martin!,llama-3.1-8b,5,sarcastic,"The phrase 'according to Aston Martin' is an ironic reference to a real car brand, implying the opposite of what it states.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,6,sarcastic,The phrase 'according to Aston Martin' is used ironically to convey the opposite meaning.,True
16,It's a fake according to Aston Martin!,llama-3.1-8b,7,sarcastic,"The phrase 'according to' is often used ironically or humorously, suggesting the opposite of its literal meaning.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,8,sarcastic,"The phrase 'according to Aston Martin' is used to convey irony, implying the opposite of what the statement literally says.",True
16,It's a fake according to Aston Martin!,llama-3.1-8b,9,sarcastic,"The phrase 'according to Aston Martin' is a tongue-in-cheek reference to a statement that is likely true, given Aston Martin's reputation and involvement.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,0,sarcastic,"The phrase 'can confirm' is often used in a sarcastic tone to convey the opposite of confirmation, implying doubt or uncertainty.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,1,literal,"The phrase 'can confirm' suggests a serious and factual tone, indicating the speaker is providing a genuine confirmation.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,2,sarcastic,"This statement is sarcastic because it implies the opposite, that the person was not at the scrimmage.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,3,sarcastic,The phrase 'Can confirm' is often used sarcastically to indicate the opposite of confirmation.,True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,4,literal,"The phrase 'can confirm' indicates a literal confirmation, rather than sarcasm.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,5,literal,"The phrase 'can confirm' suggests a literal tone, implying the speaker has evidence to support the claim.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,6,sarcastic,"The phrase 'can confirm' is often used ironically to convey doubt or uncertainty, making the statement sarcastic.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,7,sarcastic,"The phrase 'Can confirm' is often used ironically to convey the opposite of confirmation, suggesting the speaker doubts the truth of the claim.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,8,sarcastic,"This phrase is often used ironically to convey the opposite of its literal meaning, implying the person was not actually at the scrimmage.",True
18,Can confirm they were at the scrimmage.,llama-3.1-8b,9,sarcastic,The phrase 'can confirm' is often used ironically in informal contexts to convey skepticism rather than actual confirmation.,True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,0,sarcastic,"The speaker is being ironic, implying that the task is actually difficult, not easy.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,1,sarcastic,"The claim is sarcastic because it uses irony to convey the opposite of its literal meaning, implying that the website is actually complex and difficult to make responsive.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,2,sarcastic,"The speaker's tone suggests irony, implying the opposite of what they're saying, making the statement sarcastic.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,3,sarcastic,"The claim downplays the difficulty of making the website responsive, suggesting that it is actually challenging, which is sarcastic.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,4,sarcastic,"The speaker is being ironic, implying that the task is actually complex, contrary to the literal meaning of their words.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,5,sarcastic,"The speaker is being ironic, implying that the task is actually complex, contrary to their literal words.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,6,sarcastic,"The speaker is being ironic, implying that the website is actually complex, contrary to their literal words.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,7,sarcastic,"The speaker is being ironic, implying the opposite of their literal words, to convey skepticism about the ease of making the website responsive.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,8,sarcastic,"The claim is sarcastic because it downplays the difficulty of making a website responsive, implying the opposite is true.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",llama-3.1-8b,9,sarcastic,"The claim is sarcastic because it downplays the difficulties of making a website responsive, implying the opposite is true.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,0,sarcastic,"The speaker likely means the opposite, expressing skepticism about the person's ability to own the pharmacy.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,1,sarcastic,"The speaker's tone suggests irony, implying the opposite of what they're saying, indicating a sarcastic comment.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,2,sarcastic,"The claim is sarcastic because it expresses a negative sentiment with a polite phrase, indicating the speaker's true feelings are opposite of their words.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,3,sarcastic,"The speaker is expressing a low probability of the person owning the pharmacy, indicating sarcasm.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,4,sarcastic,"The speaker likely means the opposite of their words, expressing doubt about the person's ability to own a business in the near future.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,5,sarcastic,"The speaker's statement is sarcastic because they express a hope for a negative outcome, implying they doubt the pharmacy will remain owned by the current individual.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,6,sarcastic,"The speaker likely means the opposite, expressing doubt or negativity about the person's business prospects.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,7,sarcastic,"The speaker is expressing a negative sentiment with an optimistic tone, indicating sarcasm.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,8,sarcastic,"The speaker likely means the opposite of their words, expressing doubt or pessimism about the person's business prospects.",True
21,I hope she owns that pharmacy in a year or two.,llama-3.1-8b,9,sarcastic,The phrase 'I hope' is often used ironically to express the opposite of what is meant.,True
22,0/10 missed the widow mine at the end,llama-3.1-8b,0,sarcastic,"The claim uses an exaggerated negative score and a colloquial expression to convey the opposite meaning, indicating sarcasm.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,1,sarcastic,"The phrase '0/10' is typically sarcastic, implying extreme dislike or disappointment.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,2,sarcastic,"The claim uses a low score and a humorous tone to express disappointment, indicating sarcasm.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,3,sarcastic,The claim uses an exaggerated rating and a wordplay on 'widow's peak' to convey sarcasm.,True
22,0/10 missed the widow mine at the end,llama-3.1-8b,4,sarcastic,"The claim uses a low score and a gaming term to express strong disapproval, indicating sarcasm.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,5,sarcastic,The claim is sarcastic because it uses a low score and a humorous tone to express disappointment.,True
22,0/10 missed the widow mine at the end,llama-3.1-8b,6,sarcastic,"The claim uses a low score and a reference to a common trope in literature, indicating irony and sarcasm.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,7,sarcastic,"The use of the phrase '0/10' in a negative context indicates sarcasm, implying extreme disappointment.",True
22,0/10 missed the widow mine at the end,llama-3.1-8b,8,sarcastic,The claim uses a low score and a specific reference to convey irony and criticism.,True
22,0/10 missed the widow mine at the end,llama-3.1-8b,9,sarcastic,"The phrase '0/10' is often used to express strong disapproval, and the mention of 'widow mine' is an obvious reference to the classic video game 'Widowmaker' in 'Overwatch', indicating sarcasm.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,0,sarcastic,"The claim is sarcastic because it expresses annoyance and implies the opposite of what the speaker says, suggesting that they actually want the things to work.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,1,sarcastic,"The speaker is expressing irony or mocking the idea that something should not work, rather than genuinely questioning the outcome.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,2,sarcastic,"The speaker is expressing frustration and irony, implying the opposite of what they're saying.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,3,sarcastic,"The speaker is using irony to express frustration, implying the opposite of what they literally say.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,4,sarcastic,"The speaker is using irony to convey the opposite of their literal meaning, implying that they do want the things to work.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,5,sarcastic,"This statement is sarcastic because it expresses the opposite of its literal meaning, implying that the opposite of what is being asked is desired.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,6,sarcastic,This is a rhetorical question meant to convey the opposite of the literal meaning.,True
23,"What, do you want them NOT to work?",llama-3.1-8b,7,sarcastic,"The speaker is expressing annoyance or frustration, implying the opposite of their literal words.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,8,sarcastic,"The speaker is expressing irony to convey the opposite of their literal meaning, implying that they do want them to work.",True
23,"What, do you want them NOT to work?",llama-3.1-8b,9,sarcastic,"The speaker is expressing frustration or irony, implying the opposite of what they're literally saying.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,0,sarcastic,"The claim is sarcastic because it uses irony and implies that being a male hairdresser is inherently gay, which is a stereotype.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,1,sarcastic,The claim is sarcastic due to the use of rhetorical questions and the implication that being gay is unusual for a male hairdresser.,True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,2,sarcastic,"The claim uses irony and tone to convey sarcasm, implying that being a male hairdresser is the sole reason for the person's sexual orientation.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,3,sarcastic,"The tone and language used in the claim suggest irony and mocking, indicating a sarcastic intent.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,4,sarcastic,"The tone of the statement is ironic, implying that being gay is a prerequisite for being a male hairdresser, which is a stereotype.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,5,sarcastic,"The tone of the claim is sarcastic due to the use of 'definitely' and the rhetorical question mark, indicating irony and mocking intent.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,6,sarcastic,"The tone and language used in the claim convey irony and ridicule, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,7,sarcastic,"The tone of the statement is ironic and mocking, implying that being gay is a negative trait, which is a common sarcastic trope.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,8,sarcastic,"The claim is sarcastic because it implies that being gay is unusual for a male hairdresser, and the tone is ironic and mocking.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",llama-3.1-8b,9,sarcastic,"The claim is sarcastic due to the use of 'definitely' and the rhetorical question, indicating irony and mocking tone.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,0,sarcastic,"The speaker is expressing irony by thanking god for a potentially catastrophic event, implying the opposite is true.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,1,sarcastic,"The speaker is expressing relief with irony, implying the opposite of what they say.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,2,sarcastic,"The speaker is being ironic, expressing relief for a situation that is actually undesirable, likely criticizing the lack of preparedness for an impending disruption.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,3,sarcastic,"The speaker is being ironic, expressing relief for a situation that is likely undesirable, such as an oil spill or environmental disaster.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,4,sarcastic,"The speaker is being ironic, expressing relief for a situation that is likely undesirable, such as an oil spill.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",llama-3.1-8b,5,sarcastic,"The speaker is expressing relief in a tongue-in-cheek manner, implying the opposite of what they're saying.",True
