id,claim,model,repetition,label,explanation,valid_json
13,That title belongs to Joe Warren.,gemma-3-4b,0,literal,"The statement asserts a simple ownership claim, lacking sarcasm.",True
13,That title belongs to Joe Warren.,gemma-3-4b,1,literal,"The statement is straightforward and factual, indicating ownership.",True
13,That title belongs to Joe Warren.,gemma-3-4b,2,literal,"This statement asserts a factual ownership, not implying irony or mockery.",True
13,That title belongs to Joe Warren.,gemma-3-4b,3,literal,"The statement is declarative and factual, not intended to be humorous.",True
13,That title belongs to Joe Warren.,gemma-3-4b,4,literal,"Statement of ownership, straightforward attribution.",True
13,That title belongs to Joe Warren.,gemma-3-4b,5,literal,The statement is a straightforward assertion about ownership.,True
13,That title belongs to Joe Warren.,gemma-3-4b,6,sarcastic,"A statement implying ownership or recognition, often with a hint of playful exaggeration.",True
13,That title belongs to Joe Warren.,gemma-3-4b,7,literal,The statement is a simple assertion of ownership.,True
13,That title belongs to Joe Warren.,gemma-3-4b,8,literal,"The statement is straightforward and factual, indicating possession.",True
13,That title belongs to Joe Warren.,gemma-3-4b,9,literal,A straightforward statement of ownership.,True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,0,sarcastic,"This statement is likely a vague, non-committal comment, suggesting a potential but uncertain overlap.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,1,sarcastic,"This statement seems like a prediction, potentially unreliable and with an odd phrase.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,2,sarcastic,"This sounds like an unnecessary and potentially confusing statement, suggesting a lack of clarity or precision.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,3,sarcastic,"This statement is likely a prediction of a continued, frustrating situation, implying a negative outcome.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,4,sarcastic,"This statement is likely a prediction of future events, presented with a tone implying skepticism or disbelief.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,5,sarcastic,"This statement implies a negative expectation, suggesting a lack of confidence or disbelief in continued overlap.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,6,sarcastic,"This statement implies a guaranteed event, likely with a humorous or ironic undertone, suggesting a sarcastic interpretation.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,7,sarcastic,"The statement is likely a prediction of continued overlap, implying a frustrating or repetitive situation.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,8,sarcastic,"Vague statement implying a redundant event, likely expressing frustration or disbelief.",True
14,There will be 1 more overlap between port and essenjection next week too,gemma-3-4b,9,sarcastic,"This statement is likely an over-the-top prediction, suggesting a metaphorical or humorous overlap rather than a literal one.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,0,sarcastic,"Aston Martin claims it's fake, implying doubt or deception.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,1,sarcastic,"Aston Martin's statement indicates doubt about authenticity, suggesting a sarcastic tone.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,2,sarcastic,Aston Martin stating something is fake suggests skepticism and disbelief.,True
16,It's a fake according to Aston Martin!,gemma-3-4b,3,sarcastic,"Aston Martin claims it's fake, implying doubt and skepticism about the claim.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,4,sarcastic,"Aston Martin claims it's fake, implying doubt or deception.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,5,sarcastic,"Aston Martin's statement indicates doubt about authenticity, implying a sarcastic tone.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,6,sarcastic,"Aston Martin stating something is fake often implies doubt or disbelief, suggesting sarcasm.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,7,sarcastic,"Aston Martin denies the authenticity, implying a falsehood.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,8,sarcastic,"Aston Martin's statement implies doubt about the product's authenticity, suggesting a sarcastic tone.",True
16,It's a fake according to Aston Martin!,gemma-3-4b,9,sarcastic,Aston Martin's statement implies doubt about the authenticity of the item.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,0,literal,"Simple statement of fact, no implied meaning.",True
18,Can confirm they were at the scrimmage.,gemma-3-4b,1,literal,This statement simply confirms a fact about a previous event.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,2,literal,"Witnessing the event directly confirms its occurrence, indicating a straightforward report.",True
18,Can confirm they were at the scrimmage.,gemma-3-4b,3,literal,A straightforward confirmation of a location.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,4,literal,A simple statement of fact confirming attendance.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,5,literal,A straightforward confirmation of a previously stated fact.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,6,literal,This confirms a fact about attendance.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,7,literal,This statement simply confirms a fact about a previous event.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,8,literal,A straightforward confirmation of attendance.,True
18,Can confirm they were at the scrimmage.,gemma-3-4b,9,literal,This confirms a past event.,True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,0,literal,"The statement suggests straightforward design, implying a simple and easily achievable website.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,1,literal,"The statement expresses a straightforward assessment of website design simplicity, lacking sarcasm.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,2,literal,"The statement describes a simple website design, implying straightforward implementation.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,3,literal,"The statement suggests simple design, implying ease of responsiveness without complex considerations.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,4,literal,"The statement describes a simple, straightforward website design, implying ease of responsiveness.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,5,literal,"The statement implies straightforward design, suggesting a simple and uncomplicated website creation process.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,6,literal,"The statement describes a simple and straightforward design, indicating a literal assessment of its ease.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,7,literal,"The statement describes a simple website creation process, indicating a straightforward approach.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,8,literal,"The statement suggests straightforward design, implying a simple and effective website.",True
19,"Would be an exceedingly easy website to make responsive as well, no real complexities in the design.",gemma-3-4b,9,literal,"The statement expresses confidence in a simple design, implying a lack of difficulty.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,0,sarcastic,"Expressing a wish that is unlikely to be fulfilled, indicating a skeptical or humorous tone.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,1,sarcastic,"Expressing a desire implies a non-literal interpretation, indicating sarcasm.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,2,sarcastic,"Expressing a wish that isn't genuinely expected, implying a humorous or cynical sentiment.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,3,sarcastic,"Expressing a wish, implying a desire for something unrealistic or unlikely, often with a humorous tone.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,4,sarcastic,"Expressing a desire that is unlikely to happen, implying a skeptical or mocking tone.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,5,sarcastic,"Expressing a wish that is unlikely to come true, implying a skeptical or ironic attitude.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,6,sarcastic,"Expressing a desire that is unlikely to be fulfilled, suggesting irony or a skeptical tone.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,7,sarcastic,"Expressing a wish implies a lack of genuine expectation, suggesting sarcasm.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,8,sarcastic,"Implies a desire for something unlikely, suggesting a skeptical or mocking tone.",True
21,I hope she owns that pharmacy in a year or two.,gemma-3-4b,9,sarcastic,"Expressing a desire that is unlikely to happen, implying a skeptical or mocking tone.",True
22,0/10 missed the widow mine at the end,gemma-3-4b,0,sarcastic,Expressing disappointment with a missed opportunity in a humorous way.,True
22,0/10 missed the widow mine at the end,gemma-3-4b,1,sarcastic,"Expressing extreme dissatisfaction with a missed opportunity, implying a negative experience.",True
22,0/10 missed the widow mine at the end,gemma-3-4b,2,sarcastic,Expressing dissatisfaction with a missed opportunity in a humorous way.,True
22,0/10 missed the widow mine at the end,gemma-3-4b,3,sarcastic,Expresses disappointment and criticism of a missed opportunity in a humorous way.,True
22,0/10 missed the widow mine at the end,gemma-3-4b,4,sarcastic,"Expresses extreme dissatisfaction with a missed opportunity, implying a negative experience.",True
22,0/10 missed the widow mine at the end,gemma-3-4b,5,sarcastic,"Poor performance review expressed playfully, not seriously.",True
22,0/10 missed the widow mine at the end,gemma-3-4b,6,sarcastic,Expressing dissatisfaction with a missed opportunity in a humorous way.,True
22,0/10 missed the widow mine at the end,gemma-3-4b,7,sarcastic,Expressing extreme dissatisfaction with a missed opportunity.,True
22,0/10 missed the widow mine at the end,gemma-3-4b,8,sarcastic,"A poor and disappointing experience, highlighting a missed opportunity and expressing dissatisfaction with the outcome.",True
22,0/10 missed the widow mine at the end,gemma-3-4b,9,sarcastic,Expresses strong dissatisfaction and implies a bad experience with a missed opportunity.,True
23,"What, do you want them NOT to work?",gemma-3-4b,0,sarcastic,The question implies disbelief and mocks the idea of employees not working.,True
23,"What, do you want them NOT to work?",gemma-3-4b,1,sarcastic,The question implies disbelief and mockery of a reasonable request.,True
23,"What, do you want them NOT to work?",gemma-3-4b,2,sarcastic,The question implies disbelief and mocks the listener's request.,True
23,"What, do you want them NOT to work?",gemma-3-4b,3,sarcastic,"The statement implies disbelief or mockery of a request, indicating sarcasm.",True
23,"What, do you want them NOT to work?",gemma-3-4b,4,sarcastic,A rhetorical question implying the obvious work is already happening.,True
23,"What, do you want them NOT to work?",gemma-3-4b,5,sarcastic,"They are already working, implying a redundant question.",True
23,"What, do you want them NOT to work?",gemma-3-4b,6,sarcastic,"The question implies disbelief and a mocking tone, suggesting it's not a genuine request.",True
23,"What, do you want them NOT to work?",gemma-3-4b,7,sarcastic,The statement implies disbelief and mocks the idea of someone wanting work to be stopped.,True
23,"What, do you want them NOT to work?",gemma-3-4b,8,sarcastic,A rhetorical question implying disbelief or frustration with a request.,True
23,"What, do you want them NOT to work?",gemma-3-4b,9,sarcastic,The statement implies disbelief and mocks the idea of wanting something to be done differently.,True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,0,sarcastic,"The statement uses exaggerated phrasing and assumptions to imply a humorous and likely untrue conclusion about someone's sexuality, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,1,sarcastic,"The statement uses excessive phrasing and assumptions to imply a conclusion, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,2,sarcastic,"The statement uses convoluted phrasing and makes a baseless assertion about someone's sexuality based on a superficial observation, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,3,sarcastic,"The claim uses exaggerated language and assumes something despite lacking evidence, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,4,sarcastic,"The statement uses excessive phrasing and implies a ridiculous assumption, indicating sarcasm.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,5,sarcastic,"The statement is a roundabout and obvious assertion of someone's sexuality, using exaggerated phrasing to imply disbelief.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,6,sarcastic,"The statement implies a presumed sexuality despite a lack of evidence, suggesting sarcasm through incredulity.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,7,sarcastic,"The claim uses exaggerated phrasing and assumptions to suggest homosexuality, indicating a sarcastic tone.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,8,sarcastic,"The statement uses obvious, exaggerated language to imply the opposite of what is directly stated.",True
24,"Even though its never revealed he is Gay, he is definitely gay for being a male hairdresser right?",gemma-3-4b,9,sarcastic,"The claim is clearly facetious and using exaggerated assumptions to imply a humorous, untrue assertion.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,0,sarcastic,"The statement expresses a hopeful tone despite implying a lack of progress, suggesting sarcasm.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,1,sarcastic,"The statement implies a frustrating delay despite the oil flow, suggesting a critical issue with technological updates.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,2,sarcastic,"The statement expresses doubt about technological updates, implying a critical and skeptical tone.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,3,sarcastic,"Implies skepticism about the oil industry's ability to solve problems quickly, highlighting a critical lack of faith.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,4,sarcastic,"The statement implies frustration with slow technology updates, suggesting a cynical tone.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,5,sarcastic,"The statement highlights a frustrating delay in technological updates, implying a critical and exasperated tone.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,6,sarcastic,"The statement is likely sarcastic, implying a lack of confidence in technological updates while accepting the oil flow continuation.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,7,sarcastic,Expressing frustration at the delay in updating technologies while oil production continues.,True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,8,sarcastic,"The statement expresses doubt about the long-term viability of current technologies, implying a negative outlook.",True
25,"Thank god this oil will keep flowing for months, allowing them ample time to update said technologies.",gemma-3-4b,9,sarcastic,"The statement implies frustration with slow technological progress, using a seemingly positive phrase ironically.",True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,0,sarcastic,"A pointed remark implying a lack of focus, delivered with irony.",True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,1,sarcastic,A dismissive remark implying someone isn't addressing important problems.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,2,sarcastic,A pointed remark implying someone's lack of focus is humorous and critical.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,3,sarcastic,A pointed remark suggesting someone is overly concerned with trivial matters.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,4,sarcastic,A pointed remark suggesting someone is not addressing important matters effectively.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,5,sarcastic,"A pointed, mocking remark highlighting a lack of focus.",True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,6,sarcastic,"The speaker is expressing disapproval with a mocking tone, indicating sarcasm.",True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,7,sarcastic,A dismissive remark implying someone isn't addressing important matters seriously.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,8,sarcastic,A dismissive remark implying the person isn't addressing important matters.,True
26,"Way to focus on the issues, gentleman.",gemma-3-4b,9,sarcastic,"A pointed, dismissive remark implying the person isn't addressing the important matters.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,0,sarcastic,"This statement expresses doubt about government protection and suggests a surrender, implying sarcasm.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,1,sarcastic,"This statement expresses distrust and suggests a lack of faith in government protection, indicating a sarcastic tone.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,2,sarcastic,"This statement implies distrust and suggests a bleak outlook, indicating sarcasm.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,3,sarcastic,"A warning about blind faith in authority, implying skepticism about government protection.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,4,sarcastic,"This statement implies skepticism about government protection, suggesting a distrustful perspective.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,5,sarcastic,A cynical statement implying government protection is unreliable and potentially harmful.,True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,6,sarcastic,"This expresses distrust and suggests a negative outcome, indicating sarcasm.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,7,sarcastic,"This statement expresses distrust and suggests a passive acceptance of government protection, implying a cynical perspective.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,8,sarcastic,"This statement implies distrust and suggests citizens are being manipulated, revealing a cynical perspective.",True
27,The only solution is for citizens to give up their only defense and trust the government will keep us safe.,gemma-3-4b,9,sarcastic,A cynical statement suggesting the government is unreliable and citizens shouldn't blindly trust it.,True
28,"LOL Thanks Rito for that sweet animation that gives me 7 minutes of joy rather than a new champion that would give me 10,000 minutes.",gemma-3-4b,0,sarcastic,"The claim contrasts a minor animation with a desired, substantial improvement, highlighting a critical difference.",True
28,"LOL Thanks Rito for that sweet animation that gives me 7 minutes of joy rather than a new champion that would give me 10,000 minutes.",gemma-3-4b,1,sarcastic,The speaker is expressing frustration with the lack of a new champion and highlighting the perceived uselessness of the animation.,True
28,"LOL Thanks Rito for that sweet animation that gives me 7 minutes of joy rather than a new champion that would give me 10,000 minutes.",gemma-3-4b,2,sarcastic,The claim exaggerates the animation's value to mock the lack of a new champion.,True
28,"LOL Thanks Rito for that sweet animation that gives me 7 minutes of joy rather than a new champion that would give me 10,000 minutes.",gemma-3-4b,3,sarcastic,Exaggerated praise highlights the disappointment with the lack of a new champion in the game.,True
28,"LOL Thanks Rito for that sweet animation that gives me 7 minutes of joy rather than a new champion that would give me 10,000 minutes.",gemma-3-4b,4,sarcastic,The speaker is mocking the game's focus on animations over new content.,True
