id,text,label
205,listening to music is a stressful activity,no
206,Winning before the race begins is possible.,no
207,"If a speaker is too loud, it causes hearing damage?",yes
208,A group of eagles is known as a convocation,yes
209,A frank is almost never a hot dog?,no
210,Can you make Rose wines by mixing red and white wines?,yes
211,A chair can be made of wood.,yes
212,Has the United Kingdom always been a monarchy?,no
213,The army has just men in it,no
214,All of your issues will be solved one day if you just eat cake.,no
215,A cosmic event has a well-defined start and end time,no
216,Nancy is almost never a girls name.,no
217,Opening the window of a house causes all the air to escape.,no
218,Is a watermelon smaller than an apple?,no
219,an audience is viewers but not watchers,no
220,a silver dollar is smaller than a silver platter,yes
221,You can spend money only if you are rich,no
222,Reports are usually done by janitors,no
223,Advertisements never lie.,no
224,Hotel maids usually make the beds right after the guest arrives and enters the room,no
225,Moscow is smaller than london,no
226,Hamilton is better known for cars than blenders.,no
227,you should go to bed before you fall asleep,yes
228,einstein is a genius,yes
229,People like to be fancy because they want to look poor,no
230,We remember none of what we learn in school.,no
231,Sweet Home Alabama is a song from a rock group that were actually from Florida,yes
232,Reality shows are always planned and is part of a scripted show. ,no
233,filter water almost never contain minerals ,no
234,First lady is capable of executing some legislations,no
235,Some schedules contain dates and times for important things.,yes
236,Raising your glass of spirits is a way to make toast to enjoy with butter and marmalade. ,no
237,Can modern art be made by deceased artists?,no
238,Can a woman wear a polo shirt only if it is buttoned?,no
239,You cannot see stars when it is dawn outside.,no
240,"Georgia can always be a country, if not a state.",yes
241,Adult can legaly change his name to whatever he wants,yes
242,A lack of enthusiasm is almost always a sign of elation.,no
243,"Learning is done in this order:  listening, testing, feedback.",yes
244,Crowd in a place is good only if you are introvert,no
245,The company ModCloth sometimes uses their employees as the models for their products.,yes
246,You can run only if you can walk.,yes
247,January comes before May.,yes
248,A criminal usually apologizes after stealing.,no
249,"""Min"" is short for ""minute"", which is a length of time that is the equivalent to 30 seconds plus 30 seconds?",yes
250,Germany is a different country than Italy,yes
251,Dogs sit only if they want food,no
252,Headfirst slide is a baseball slide originated by Pete Rose.,yes
253,The legislature is a law enforcement body.,no
254,"The ""We live in a society"" meme is partially popular because it is associated with the character The Joker?",yes
255,A lock mechanism usually has a key to unlock it.,yes
256,People who use sign language are almost always deaf and blind.,no
257,Most leaders are larger than normal people.,no
258,It was very surprising when all students failed the test.,yes
259,Is it true that a mean cannot be affected by outliers?,no
260,Is it true or false that damage from noise induced hearing loss cannot be temporary?,no
261,Was John F Kennedy assassinated in the second largest state in the US?,yes
262,Is a walnut considered to be in the same family as a pistachio?,yes
263,At least two americans die every die because of cat attack,no
264,"You can travel to Brazil, only if you know the native language. ",no
265,Lane is a name of the song,no
266,Abraham Lincoln was shot with at least two bullets in the head at Ford Theater.,no
267,Categorizing people into groups is something people in high school do.,yes
268,You cannot be in Vienna and Paris at the same time.,yes
269,Most silk is produced in Ghana.,no
270,nurses are also doctors,no
271,Sometimes you can hear organs playing inside cathedrals.,yes
272,Standardized tests are never graded on effort,yes
273,Having your car for sale is capable of bringing in a quick sum of money.,yes
274,"The actions done while smoking a pipe are done in this order: light the tobacco, fill the pipe with tobacco, and draw in smoke from the pipe.",no
275,Town and tent are done in this order alphabetically.,no
276,A customer is one  who owns the company. ,no
277,Does the movie Her star an actor who won an Oscar for playing Joker?,yes
278,an action figure cannot increase in value after the date of purchase,no
279,A grave cannot exist above ground.,no
280,Silver can be fatal if ingested in miniscule quantities.,no
281,Kinetic energy can be stored. ,yes
282,The brain of a genius is smaller than that of a regular person,no
283,"If there are 50 white balls and 50 red balls, the probability of randomly picking a white ball is always exactly 50%.",yes
284,Winning is almost never the goal of a Olympic athlete. ,no
285,A challenge will succeed in Court only if the judge agrees.,yes
286,"The job of an archaeologist is done in this order: carefully digging, seeing artifacts, unearthing them, and cataloging the findings",yes
287,Do all members of a rock band do the singing,no
288,Both a mouse and a rat are smaller than an ant.,no
289,After you call someone on their cell phone if they don't answer it generally goes to voicemail.,yes
290,"If I use some of my candy in the cookie recipe, does that mean I used all of the candy in my cookie recipe?",no
291,A follow on twitter is a way of saying you are interested in what the person has to say.,yes
292,A superior person can have feet the same size as someone else.,yes
293,New England was named New England because it was originally an English territory?,yes
294,Witnesses are almost never put in witness protection,yes
295,A shipping vessel usually is larger than a continent.,no
296,"There are some strange rules in Kansas because it is illegal to hit a vending machine that stole your money, in Derby.",yes
297,A sentence is part of a book.,yes
298,misunderstandings between people can create funny situations ,yes
299,"Is it true that corporations in North America cannot sue US, Canada or Mexico for compensations?",no
300,Americans are usually the same size as one another?,no
301,Is the Honest Tea company part of the Coca-Cola corporation?,yes
302,Poster boards are always the same size as a television.,no
303,Surfing is usually done on the sand on a beach.,no
304,Is a USB connection for a Mac the same size as one for a PC?,yes
305,A lawn mower can be used to shovel snow.,no
306,a democrat has never won a campaign,no
307,You go to the woods if you want to see a whale,no
308,"The television series ""Castle"" almost never involved medieval combat",yes
309,A crowd can be a part of a bar setting.,yes
310,prince performed purple rain,yes
311,A snowflake is capable of resting in its solid state when exposed to boiling water.,no
312,Till has the same meaning as til,no
313,The boss can get angry if the task is not done in this order.,yes
314,Zebra stripes act as a natural bug repellant.,yes
315,A child actor is capable of becoming a working adult actor if they learn how to handle the fame.,yes
316,Japan can end its earthquake problem by cleaning up Fukushima and curtailing the number of tsunamis it allows.,no
317,situations is a verb,no
318,was columbia around before africa?,no
319,"At least one person lives with their dad, 3 dogs, 2 gerbils, their mother, and aunt",yes
320,One organism is a human.,yes
321,a simple man is the same size as a gorilla,no
322,After a child was playing in dirt a parent will often say they cannot eat dinner until the child has washed their hands. ,yes
323,"If you sign a contract, you are legally obliged to fulfill it",yes
324,If you saw a bear that is the same size as an elephant you are probably hallucinating?,yes
325,A butler is part of every family's household.,no
326,Is a cod likely to be found in streams?,yes
327,a person never has the name lawrence,no
328,Old testament was written few years after new,no
329,A transition is a change.,yes
330,You get extra time on tests only if you have adhd,no
331,Grass almost never grows on the moon,yes
332,A good defense can win a scoreless game.,no
333,The manager of a store never gets a paycheck from the owner.,no
334,The army ant developed the boot camp before the American army.,no
335,"If you enjoy eating, then you dislike food.",no
336,All roads will always lead to rome. ,no
337,Heathrow airport has 4 terminals,no
338,A screen causes the bugs to stay outside.,yes
339,has an accused criminal ever won their own case?,yes
340,The first thing a surgeon does before surgery is the suturing.,no
341,Sometimes an interview causes people to re-evaluate the person being interviewed.,yes
342,"Most television programming is considered educational and beneficial for children's physical health, right?",no
343,Kill spiders only if they are dangerous.,no
344,An extension cable is capable of allowing devices to be plugged into a wall from closer to the wall than normal?,no
345,"A few people still call Mike Ditka...""Iron Mike.""",yes
346,The Great Salt Lake has not salt in it.,no
347,June is a common name.,yes
348,Sicilian pizza is often served in whole rounded shapes,no
349,The current Miss America is Angela Merkel.,no
350,Is a classroom typically smaller than a principal's office?,no
351,"If you set your clocks forward one hour in spring, there is actually less time between sunrise and sunset the following day",no
352,Close combat can be handy when launching missiles.,no
353,Pipe usually bursts because rats eat it,no
354,Playing football has great financial earnings.,yes
355,Loving is a word larger than living in terms of letters.,no
356,Louisiana is the biggest state in the nation.,no
357,A sheep is capable of barking similar to a dog.,no
358,"in the popular exclamation using the words shine, arise, and, the saying is done in this order: rise and shine",yes
359,A circle's perimeter requires the value of Pi to measure.,yes
360,Vicki Lawrence once was a professional singer.,yes
361,Justice League is a part of monopoly.,no
362,Woods have a high rate of people getting lost in them,no
363,a typical study is larger than a library,no
364,"Before humanity, nothing existed.",no
365,It is possible to beat bigger armies with the right strategy.,yes
366,You can legally have a baby only if both parents are in the picture,no
367,"When seeing artifacts in museums, children can learn about aliens from Mars.",no
368,"All of the things a person will discover, can make it into the history books.",no
369,Forest fires are sometimes put out by aliens.,no
370,"Baltimore cannot be in Maryland since it was traded to Washington in exchange for the city of Seattle in the Great State Exchange of 1959, in which many states gained new cities through this process?",no
371,OS system has been in direct competition with Windows for years,yes
372,Are males smaller than females?,no
373,Apple is smaller than mellon,yes
374,The word March is smaller than the word July in terms of total letters.,no
375,At least two jacksons were pop stars,yes
376,Energy is sometimes not made from wind.,yes
377,To be dead is to be breathing.,no
378,Buying is not always related to the exchange of money. ,yes
379,In texas you cannot carry a gun,no
380,Lewis hamilton won his second world champion title in 2015,no
381,"American citizens are typically arrested, tried, and then convicted, in this order. ",yes
382,My voice almost always is used while I sleep.,no
383,Is Afternoon Delight a song about coffee creamer?,no
384,"A British Monopoly game contains none of the following properties: Boardwalk, Baltic Avenue, or Marvin Gardens",yes
385,People who want to cross a river bring a ford to put in it which causes the water to be shallow enough to cross.,no
386,There are only a few experiences in life that people will enjoy.,no
387,It is riskier to invest in one stock than in a mutual fund.,yes
388,direct is a noun,no
389,An art gallery can be found in any city.,no
390,You need at least two marbles to play a game of marbles.,yes
391,Can the explosive nitro glycerin also be used for medical purposes?,yes
392,Surfing is done at beaches,yes
393,Cars can fly if they have wings.,no
394,Are town council meetings almost always open to the public?,yes
395,"In the movie Star Wars: A New Hope, Luke Skywalker finds out he has a twin sister.",no
396,dying is a good way to enjoy life,no
397,A poor person is poor only if they don't have money.,yes
398,Kansas causes coups in the USA,no
399,An employer cannot legally reduce an employee's hours.,no
400,do many ships form a fleet?,yes
401,If you divide six by two you will exactly get three?,yes
402,Explosives is a method of destruction.,yes
403,The tide causes the moon to rise and set,no
404,Whiskey on rocks is same thing as whiskey on ice,yes
405,The state of the Union can not be delayed longer than 2 months from Inauguration. ,no
406,"Unlike F. Lee Bailey, an honest attorney almost never gets disbarred.",yes
407,Is it true that violence cannot ever lead to good outcomes?,no
408,"The word ""male"" in French is mostly used for animals?",yes
409,it is a fact that the days are done in this order: sunday monday thursday wednesday tuesday,no
410,Anxious people are almost always afraid to speak to others.,yes
411,You become an aunt after your sibling has a child,yes
412,Anyone can get married after 40,yes
413,"Is the Devon County, UK larger than the county that has Lincoln and Grimsby?",no
414,A human's voice is louder than a jet engine.,no
415,"Scientists ensure the scientific method is done in this order:  Experiment, research, analysis.",no
416,The most number of valve an engine can have is four.,no
417,Physics is always a part of secondary education.,yes
418,A calendar reminder is a good way to help you remember to change your water filter.,yes
419,"The movie ""Minority Report"" cannot be shown on TV.",no
420,Grape jelly has been created by people stomping on grapes.,no
421,A package is a delivery from the postman but only if the postage has been paid in full.,yes
422,"Unlike the Brady Bunch, the sitcom Step by Step was about a family that unexpectedly becomes smaller than it was before the two main characters married",no
423,You should remember to buy clothes that are the same size as your body.,yes
424,"Historically, a gentleman removing his hat before entering a building is a sign of respect and good manners.",yes
425,A worker is always covered by his employer's health insurance plan.,no
426,"If two people never in their life spend time facing each other directly, there’s no way they could have seen one another?",no
427,Korea is part of the Gulf of Mexico.,no
428,A third degree burn is worse than a second degree burn.,yes
429,A person that comes in peace is always a friend?,no
430,Can a person serve spirits to another?,yes
431,At least one mammal has a brain the size of a walnut,yes
432,People who hold radical ideas are almost always voted into political office in the state level at least.,no
433,mathematics cannot be calculated,no
434,A horse carriage can be used as a house.,no
435,You can win races even if you don't enter them.,no
436,The human brain always interprets stimuli objectively.,no
437,"After you learn playing chess, there is a steep learning curve",yes
438,before you go to Germany you have to grow a moustache.,no
439,"If you have a choice, you absolutely must choose the most popular response.",no
440,"Vitreous humor almost never makes people laugh, even in its purest form",yes
441,A deck is usually located above the ground,yes
442,It takes at least two people smelling a rotten fruit to tell that it's rotten. ,no
443,Is a wax seal part of many modern contracts?,no
444,Is a work of art only displayed in a museum?,no
445,the word bay has exactly seven letters,no
446,christianity will never go away in the history of the earth,no
447,never trust  researcher because they are out for personal gain,no
448,Being transparent with your client causes trust issues,no
449,competition leads to better quality and lower prices,yes
450,Selling marijauna can be illegal?,yes
451,Residents in Hawaii always wear their parkas,no
452,A human heart is larger than a book?,no
453,Most newspapers are funded by government,no
454,"The Rolling Stones song ""Start Me Up"" has been used at more than a few NFL games.",yes
455,Instruments are used before a performance.,no
456,plants are bigger now than they were 10000 years ago,no
457,"If your package is same size as car, it cannot be shipped",no
458,Most newspapers always have an agony aunt column.,no
459,A burglar will never call before burgling a house.,yes
460,Is the solution to a math problem always possible?,no
461,Servant is part of Apple TV,yes
462,Radiation treatment is used before cancer is discovered.,no
463,New England has at least two NFL teams.,no
464,The addition of poison to a glass of water typically has the effect of making the water poisonous as well.,yes
465,AI can make mistakes.,yes
466,Rapid movement occurs after an object is slowed down.,no
467,real is an adverb,no
468,The bureau of investigation department is the same size as the department of homeland security.,no
469,"In terms of length, a crop top is usually larger than a pencil skirt",no
470,Most united states citizens are immigrants or descendents of immigrants,yes
471,an estate is always made of money,no
472,"Sometimes an address needs addressing on letters returned to you marked ""Return to Sender: Address Unknown."" ",yes
473,Every statement has a true or false answer. ,no
474,Residents is a singular noun,no
475,an action is capable of forcing a reaction,yes
476,Most people have to eat.,yes
477,Faith goes hand and hand with religion,yes
478,"When you leave a party, you should always ask permission first.",no
479,Does the national flag of New Zealand have white stars?,no
480,Those who are not Christians cannot attend church.,no
481,To give assistance to those who are in need is part of the Salvation Army's goals.,yes
482,is washington part of the miami metropolitan population district?,no
483,Are there at least two checkout counters at most burger restaurants?,yes
484,In most kingdoms the oldest prince is capable of becoming the King?,yes
485,an AI car is capable of changing lanes,yes
486,ordered like this from most to least important to stay alive is heart lungs brain,no
487,Chemical dependence is part of addiction,yes
488,Most people with COVID-19 have mild illness and can recover at home without medical care.,yes
489,Always working can lead to fatigue.,yes
490,Connecticut is a part of New England. ,yes
491,Glasses can break.,yes
492,A spoke is part of a bicycle tire.,yes
493,People can know exactly how many calories they burn while they exercise,no
494,photographers are part of Journalism,yes
495,Does an apple always have seeds?,yes
496,None living in Cambridge have heard about the University.,no
497,a gym activity cannot be outside,no
498,relatives are sometimes unpleasant.,yes
499,mesopotamia was a time well before any of us were born,yes
500,None of Indiana's residents speak english.,no
501,A soda is a drink that is always found in a can.,no
502,You can visit Egypt only if you are Egyptian.,no
503,Are there are 25 places in the world named Philadelphia?,no
504,"You would use the phrase ""jolly good fellow"" only if you are singing to a male friend",no
505,"A rock, larger than a human, weighs less.",no
506,Are there are 6 places in the world named Liberal?,no
507,Do you go to jail after stealing from a store?,yes
508,all killing is justified,no
509,"if part of the equation has a radical, we can get extraneous solutions",yes
510,"Violence is never positive, not in any case",no
511,There is at least one commonly used way of preparing scrambled eggs in a pan.,yes
512,Tin is element with symbol Sn,yes
513,To feel comfort is to be neglected ,no
514,You can catch a virus only if you come in physical contact with someone who is sick.,no
515,Siberia makes up 75% of Russia,yes
516,"After cooking lasagna, if you want to save the meal for later you should store it in the cupboard or pantry?",no
517,A county clerk has the ability to hand civil issues in a town.,yes
518,"If you accidentally forget to plagiarize a couple paragraphs, just make something up yourself before turning in your essay.",no
519,something is the upper level if it is below another level,no
520,"A plain, jagged rock looks as if they It's the same shape and same size as when viewed from the front or the back?",no
521,Mud almost never has water in it.,no
522,Most residents of city hall live there full time.,no
523,You can see at least one butterfly in the winter if you're in South America.,yes
524,The Heisenberg's uncertainty limits the ultrafast laser pulse width,yes
525,"If Jim, George, Matt, and Dave are standing in a line in this order, does George come after Dave? ",no
526,If a tree has a branch does that mean it currently has leaves on it?,no
527,Is racecar a palindrome?,yes
528,A public playground is available for play only if you are a child under the age of 13.,no
529,Pleasure can come in many forms,yes
530,people always eventually reach their objectives,no
531,A person in Los Angeles is capable of visiting the Statue of Liberty ,no
532,A person can make cheese only if he learned how to do so in wisconsin,no
533,Storm can be a girls name.,yes
534,New Orleans is sometimes known as the Crescent Easy.,no
535,Never does everyone have to sing in church. ,yes
536,Often is similar to rare,no
537,"Taking a test is done in this order - Write your name at the top, read the questions, fill in the answer.",yes
538,Binding is part of a ski boot.,no
539,Study about the space and aliens is not real.,no
540,All of the frames on the art are the same size as each other.,no
541,The latter arrival is always better,no
542,Carbon can form diamonds.,yes
543,Only if you are Christian do you believe Jesus existed,no
544,people like science only if they are men,no
545,A persons appendix will never cause medical problems.,no
546,Before Tom Hanks left the island in Castaway he had a volleyball named Wilson.,yes
547,All grievance settlements are binding.,yes
548,Michigan is right next to Wisconsin,yes
549,Is Baltic sea coast larger than 200 bananas lined in  a line?,yes
550,Most bars have bars on their windows.,no
551,Home is often a big part of a child's childhood.,yes
552,A tea made of two cups of milk will be less darker than tea made of one cup.,yes
553,Anyone who can look in the rear view mirror is capable of driving.,no
554,Reality can be different if you imagine it differently,no
555,"There's a phrase that says ""A few bad apples spoil the bunch"" which means that fruit must be refrigerated in order to keep it fresh?",no
556,A waitress is smaller than a house.,yes
557,Performance parts never wear out quickly on a car,no
558,a demonstration cannot invoke violence,no
559,A cool way to write a thank you is after a gift is recieved.,yes
560,A country in Africa is capable of having an igloo building competition.,no
561,Is it true that both South and North Dakotas were admitted to the union on the same date?,yes
562,philadelphia is part of canada,no
563,an infection cannot happen twice in ones lifespan,no
564,Police is democratic in every country,no
565,"A wise man never stands under a ladder,",yes
566,most rich people are in poverty,no
567,There are many companies whose values are larger than Gabon.,yes
568,New orleans is south of New York City.,yes
569,Arizona is sometimes colder than iceland,no
570,It is possible to recognize friends sometimes.,yes
571,The location of Los Angeles is in California.,yes
572,Hearing loss can make things seem to be smaller than they actually are.,no
573,Jesus Christ always appears in the New and Old Testaments of the Bible?,no
574,A group smaller than one is one of the larger groups allowed in school.,no
575,Do most students take class on home economics? ,no
576,You will not become a dad until after you get married.,no
577,part of celebrating christmas is giving and receiving gifts,yes
578,Minnesota was never owned by Germany.,yes
579,reward cannot be good,no
580,Painting can be a stress reliever.,yes
581,A person cannot win against the AI can they?,no
582,Fires almost never give off smoke.,no
583,A class representative can be elected to office only if he or she is a current student.,yes
584,"when buying and selling stocks, no one can profit an amount larger than his initial investment",no
585,Is a gift free only if you are the receiver?,yes
586,The palm size of an average guy is always larger than the palm size of an average girl.,yes
587,As you grow older part of your body will weaken.  ,yes
588,"Solar energy is a renewable resource, even though the sun technically has a finite lifespan.",yes
589,Mud cannot be used as a beauty product,no
590,adults come after kids in evolution,yes
591,a deer is a mammal,yes
592,A person who is usually nice is capable of being mean sometimes anyway.,yes
593,A person who delivers boxes is a librarian,no
594,There are more Indian restaurants in London than in Mumbai or Delhi.,yes
595,only a few countries use explosives,no
596,Opening part of a perfume bottle renders it nonreturnable.,yes
597,All people can vote,no
598,at least two planets in the galaxy are flat,no
599,Marvin gardens is not a deed in monopoly. right?,no
600,A joint affected by arthritis almost always aches.,yes
601,All houses are built on ground because they need a base support.,no
602,A fever cannot be broken,no
603,"If you divide ten by two and add one, you will get six. ",yes
604,addition is part of division,no
605,The sun looks smaller than it actually is.,yes
606,Is the color black part of the flag of the nation whose capital city is Seoul?,yes
607,Africa is a state,no
