id,claim,model_receiver,model_sender,label_receiver,label_sender,explanation_receiver,explanation_sender,match_type
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This statement implies a humorous, overly specific requirement, suggesting the speaker doesn't genuinely expect bacon to always be present.","The statement expresses a clear preference for bacon at breakfast, indicating a genuine condition for acceptability, not sarcasm.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This statement implies a humorous, overly specific requirement, suggesting the speaker doesn't genuinely expect bacon to always be present.","The statement expresses a clear preference for bacon at breakfast, a common and reasonable dietary desire, lacking ironic intent.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This statement implies dissatisfaction with mediocre breakfasts, suggesting a humorous or ironic perspective.","The statement expresses a clear preference for bacon at breakfast, a common and reasonable dietary desire, lacking ironic intent.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"A slightly picky stance on breakfast, implying dissatisfaction with subpar options.","The statement expresses a clear preference for bacon at breakfast, without irony or exaggeration, making it a literal statement.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"A somewhat hyperbolic statement implying dissatisfaction with a lack of bacon, suggesting it's an unusually high standard.","The claim expresses a clear preference for bacon at breakfast, without any indicators of irony or sarcasm.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This expresses an overly lenient standard, implying the speaker finds the situation absurd and is being critical.","The statement expresses a clear preference for bacon at breakfast, a common and reasonable dietary desire, lacking ironic intent.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This expresses an overly lenient standard, implying the speaker finds the situation absurd and is being critical.","The statement expresses a clear preference for bacon at breakfast, a common and reasonable dietary desire, lacking ironic intent.",1:B
43,As long as the breakfast included bacon it should be considered acceptable.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"This statement implies a ridiculous standard, suggesting it's not genuinely meant to be taken seriously.","The claim expresses a clear preference for bacon at breakfast, without any indicators of irony or sarcasm.",1:B
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of the joke and observation, implying a lack of seriousness.",The speaker directly asks for acknowledgment of a joke. The phrasing is straightforward and does not imply the opposite of its literal meaning.,1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious and using irony to express amusement, implying it wasn't a serious observation.",The speaker directly asks for acknowledgment of a joke. The phrasing is straightforward and does not imply the opposite of its literal meaning.,1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious and using irony to express amusement, implying it wasn't a serious observation.","The speaker explicitly states it was a joke and a silly observation, indicating a genuine request for acknowledgement, not sarcasm.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of a joke and a trivial observation, implying disbelief or amusement.","The speaker directly asks for acknowledgment of a joke, explicitly labeling the statement as lighthearted and not serious.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of the joke and observation, implying a lack of seriousness.","The speaker explicitly states it was a joke and a silly observation, indicating a genuine request for acknowledgment, not sarcasm.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of the joke and observation, implying a lack of seriousness.","The phrasing directly asks for acknowledgement of a joke, indicating a genuine attempt to clarify a lighthearted observation.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious and using irony to express amusement, implying it wasn't a serious observation.","The phrasing directly requests acknowledgment of a joke, indicating a genuine desire to clarify intent rather than employ sarcasm.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of the situation, implying it's not a serious matter.","The phrasing directly requests acknowledgment of a joke and silliness, indicating genuine intent rather than sarcasm.",1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is highlighting the absurdity of the situation, implying they don't truly believe it's significant.",The speaker directly asks for acknowledgment of a joke. The phrasing is straightforward and does not imply the opposite of its literal meaning.,1:0
45,Can we acknowledge that this was a joke and this was just a silly thing I noticed?,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker is pointing out the obvious nature of a joke and a trivial observation, implying disbelief or amusement.","The claim directly asks for acknowledgment of a joke, indicating it *is* a joke and a sincere request for clarity.",1:0
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,The claim states factual information about a summoner's name and rank. There's no indication of sarcasm.,"The name ""KingKiller"" suggests dominance, but Plat 1 rank implies a lack of skill, creating a humorous contradiction.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,"The claim simply states facts about the player's summoner name and rank, presenting them as statements of reality.","The name ""C9 KingKiller"" suggests high skill, but Plat 1 rank implies the player is not a top performer, creating irony.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,The statement describes a summoner's name and rank; it's a factual observation.,"The name ""KingKiller"" suggests dominance, but Plat 1 rank implies inexperience, creating a humorous contradiction and indicating sarcasm.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,"The claim simply states facts about the player's summoner name and rank, presenting them as statements of reality.","The name 'KingKiller' is boastful, contrasted by the Plat 1 rank, implying the player isn't actually dominant.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,"The claim states facts about the summoner's name and rank, presenting information without irony or mockery.","The name ""C9 KingKiller"" implies skill, but being Plat 1 suggests the player is not as good as the name suggests.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,The statement is a factual description of a player's summoner name and rank.,"The name ""C9 KingKiller"" suggests high skill, but Plat 1 rank implies the player is not a top performer, creating irony.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,"The claim simply states facts about the summoner's name and rank, offering an objective description.","The name ""C9 KingKiller"" suggests high skill, but Plat 1 rank implies the player is not a top performer, creating irony.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,"The claim simply states facts about the summoner's name and rank, offering an objective description.","The name ""C9 KingKiller"" implies skill, but being Plat 1 suggests the player is not as good as the name suggests.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,The claim is a straightforward statement of fact about the summoner's name and rank.,"The name 'KingKiller' implies skill, but Plat 1 rank suggests the player is not highly proficient, creating irony.",0:1
72,His summoner name is C9 KingKiller and it's Plat 1,gemma-3-4b,gemma-3-27b,literal,sarcastic,The statement is a factual description of a player's summoner name and rank.,"The name ""KingKiller"" suggests dominance, but Plat 1 rank implies a lack of skill, creating a humorous contradiction.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"This statement is factual and expresses a basic right, indicating a literal interpretation.","The statement is factually incorrect; candidates can and do lose voting rights due to convictions or other legal reasons, implying sarcasm.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement asserts a factual reality; it's not intended to be ironic or mocking.,The claim is likely sarcastic; losing voting rights after candidacy is a common occurrence due to issues like felony convictions.,0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement asserts a factual reality; it's not intended to be ironic or mocking.,"The statement implies all candidates always win, which is false; losing an election doesn't revoke voting rights.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"This statement is factual and expresses a basic right, indicating a literal interpretation.","The claim is factually incorrect; candidates can and do lose voting rights due to convictions or other reasons, making it sarcastic.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement is factual; voters always retain their voting rights.,"The statement is ironic; candidates often face voter suppression or disqualification, making the claim clearly untrue and sarcastic.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement asserts a factual reality; it's not intended to be ironic or mocking.,"The statement is factually incorrect; candidates can lose voting rights due to convictions or other reasons, indicating sarcasm.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"This statement asserts a fact about voting rights, implying a straightforward and factual account.","The statement is ironic; candidates often face voter suppression or disqualification, making the claim clearly untrue and sarcastic.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement is factual and does not imply sarcasm. It simply asserts a truth.,"The claim implies all candidates always win, which is false. It’s a sarcastic comment on election outcomes.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This statement is factual and doesn't imply any hidden meaning or irony.,"The statement is factually incorrect; candidates can lose voting rights due to convictions or other reasons, indicating sarcasm.",0:1
73,No candidates lose their right to vote.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"This statement is a factual assertion, not implying any irony or mockery.",The claim is likely sarcastic; losing voting rights after candidacy is a common occurrence due to issues like felony convictions.,0:1
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,Finding resultant velocity is a standard physics problem.,"The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,Finding resultant velocity is a standard physics problem.,"The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,Finding resultant velocity is a standard physics problem.,"The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"This statement simply describes a physics problem, not sarcasm.","The phrase implies frustration with a physics problem, exaggerating the need to find resultant velocity. It's likely not a genuine statement.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,Finding resultant velocity is a standard physics problem.,"The phrase implies frustration with a physics problem, exaggerating the need to find resultant velocity. It's likely not a genuine statement.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"Finding resultant velocity is a standard physics problem, not a sarcastic remark.","The phrase implies frustration with a physics problem, exaggerating the need to find resultant velocity. It's likely not a genuine statement.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"Finding resultant velocity is a standard physics problem, not a sarcastic remark.","The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,Finding resultant velocity is a standard physics problem and requires applying physics principles.,"The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,This is a straightforward statement about applying physics principles to calculate velocity.,"The phrase implies frustration with a physics problem, exaggerating the need to find resultant velocity. It's likely not a genuine statement.",0:B
81,Gotta find that resultant velocity using physics.,gemma-3-4b,gemma-3-27b,literal,sarcastic,"Finding resultant velocity is a standard physics problem, not a sarcastic remark.","The phrase implies tedious calculation, likely expressed with annoyance or resignation, not genuine enthusiasm for physics.",0:B
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a flag due to its controversial history suggests a critique, not genuine concern.","Reporting Confederate flags to moderators is a reasonable action given their offensive nature, indicating a genuine complaint, not sarcasm.",1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common and often justified action, suggesting sarcasm.",Reporting content with a Confederate flag to moderators is a reasonable action due to the flag's offensive history.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common, and often emotionally charged, response. It's likely a reaction, not a genuine call for action.",Reporting Confederate flag content to moderators is a direct and reasonable action due to its offensive nature.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common and understandable action, suggesting a lack of genuine surprise or outrage.",The claim expresses a direct response to a problematic symbol. Reporting a Confederate flag to moderators is a reasonable action.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common, and often emotionally charged, response. It's likely a reaction, not a genuine call for action.",The claim expresses a direct response to a problematic symbol. Reporting a Confederate flag to moderators is a reasonable action.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common and understandable action, implying a critique rather than genuine concern.","Reporting Confederate flags to moderators is a reasonable action given their offensive nature, indicating a genuine complaint, not sarcasm.",1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common, and often emotionally charged, response. It's likely a reaction, not a genuine call for action.",Reporting Confederate flag content to moderators is a direct and reasonable action; sarcasm isn't present in this statement.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a confederate flag is a common reaction, suggesting disbelief or frustration rather than genuine concern.","Reporting Confederate flag content to moderators is a direct, reasonable action given its offensive nature; no sarcasm detected.",1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is a common and often justified action, suggesting sarcasm.",Reporting Confederate flag content to moderators is a direct and reasonable action due to its offensive nature.,1:0
114,i reported this to the mods because of the confederate flag.,gemma-3-4b,gemma-3-27b,sarcastic,literal,"Reporting a Confederate flag due to its offensive nature is often a symbolic action, suggesting disapproval rather than a straightforward complaint.","Reporting content with Confederate flags to moderators is a direct, reasonable action given the symbol's offensive nature.",1:0
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is a harsh and judgmental remark, indicating a sarcastic tone and disapproval of the person's viewpoint.","The claim expresses concern about extreme obesity and its potential health implications, a reasonable viewpoint, thus it’s likely literal.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is clearly meant to be critical and mocking, highlighting the absurdity of the perceived viewpoint.","The claim expresses concern about extreme obesity and its potential health implications. It's a reasonable statement, not sarcasm.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,The statement is a harsh criticism implying the person's viewpoint is unreasonable and suggests a mental issue.,"The claim expresses a concern about health risks associated with extreme obesity; it's a reasonable, non-sarcastic opinion about well-being.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,The statement is a harsh criticism implying the person's viewpoint is unreasonable and suggests a mental issue.,"The claim expresses concern about extreme obesity and its potential health implications, a reasonable viewpoint, thus it’s likely literal.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,The statement is a harsh criticism implying the person's viewpoint is unreasonable and suggests a mental issue.,"The claim expresses a reasonable concern for health. It’s a direct statement about potential negative consequences, not sarcasm.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is a harsh criticism implying the person's opinion is foolish and unreasonable, delivered with a tone of disbelief.","The claim expresses concern about extreme obesity and its potential health implications. It's a reasonable statement, not sarcasm.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is clearly meant to be critical and mocking, highlighting the absurdity of the perceived viewpoint.","The claim expresses a reasonable concern for health. It’s a direct statement about potential negative consequences, not sarcasm.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is a harsh criticism implying the person's opinion is foolish and unreasonable, delivered with a tone of disbelief.","The claim expresses a reasonable concern for health. It’s a direct statement about potential negative consequences, not sarcasm.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement is a harsh and judgmental remark, indicating a sarcastic tone and disapproval of the person's viewpoint.","The claim expresses concern about extreme obesity's health impact, a reasonable and direct statement, lacking sarcastic intent.",1:B
138,I'm pretty sure you DO have to have something wrong with you mentally if you think being 600lbs is fine,gemma-3-4b,gemma-3-27b,sarcastic,literal,The statement is a harsh criticism implying the person's viewpoint is unreasonable and suggests a mental issue.,"The claim expresses a concern about health risks associated with extreme obesity; it's a reasonable, non-sarcastic opinion about well-being.",1:B
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decline in viewership, highlighting a previous increase in ratings as a cause for concern, implying a cynical observation.",The statement presents a logical connection between events – a ratings increase during one part potentially impacting DVR views later – and isn't sarcastic.,1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The claim highlights a decline in ratings, suggesting a humorous and ironic observation about the DVR viewership.","The statement presents a logical connection between DVR viewership and initial ratings, making a reasonable inquiry, not a sarcastic remark.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decrease in viewership due to a previous increase, suggesting a cynical observation rather than a straightforward prediction.",The statement presents a logical connection between events – a ratings increase during one part potentially impacting DVR views later – and isn't sarcastic.,1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decrease in viewership due to a previous increase, suggesting a cynical observation rather than a straightforward prediction.",The statement presents a logical connection between events – a ratings increase during one part potentially impacting DVR views later – and isn't sarcastic.,1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The claim highlights a decline in ratings, suggesting a humorous observation about the DVR's impact, rather than a straightforward statement.","The statement presents a logical connection between live viewership and DVR recordings, suggesting a genuine inquiry about potential ratings impacts.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The statement highlights a decline in ratings, implying a humorous observation about expected outcomes rather than a straightforward analysis.","The statement presents a logical connection between live viewership and DVR recordings, suggesting a genuine inquiry about potential ratings impacts.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The claim highlights a decline in ratings, suggesting a humorous observation about the DVR's impact, rather than a straightforward statement.","The statement presents a logical connection between DVR viewership and ratings increases, making it a straightforward observation rather than sarcasm.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decline in viewership, highlighting a previous increase in ratings as a cause for concern, implying a cynical observation.","The statement expresses a logical connection between DVR viewership and ratings, questioning potential impact without irony or exaggeration.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decrease in viewership due to a previous increase, suggesting a cynical observation rather than a straightforward prediction.","The statement poses a logical question about ratings impact. It’s a reasonable inquiry, not employing irony or mockery.",1:0
146,"I wonder if this means that the DVR viewership will be down for this episode, since in the first half that's where the ratings saw a large increase.",gemma-3-4b,gemma-3-27b,sarcastic,literal,"The speaker anticipates a decrease in viewership due to a previous increase, suggesting a cynical observation rather than a straightforward prediction.","The statement poses a logical question about ratings impact. It’s a reasonable inquiry, not employing irony or mockery.",1:0
