model_receiver,model_sender,match_type,total_positive_delta,total_positive_budget,total_negative_delta,total_negative_budget,possible_positive_count,possible_negative_count,count,positive_delta_realisation,negative_delta_realisation
gemma-3-4b,gemma-3-27b,B:B,57.8,68.0,-6.7,68.0,136,136,136,0.85,-0.09852941176470588
gemma-3-4b,gemma-3-4b,B:B,762.8,1209.0,-264.3,1209.0,2418,2418,2418,0.6309346567411083,-0.2186104218362283
gpt-oss-20b,gemma-3-27b,0:1,500.7,952.0,0.0,0.0,952,0,952,0.5259453781512605,
gpt-oss-20b,gemma-3-27b,0:B,158.9,277.0,0.0,0.0,277,0,277,0.5736462093862816,
gpt-oss-20b,gemma-3-27b,1:0,688.3,972.0,0.0,0.0,972,0,972,0.7081275720164608,
gpt-oss-20b,gemma-3-27b,1:B,166.3,254.0,0.0,0.0,254,0,254,0.6547244094488189,
gpt-oss-20b,gemma-3-27b,B:0,2054.9,2263.9,-8.3,3725.1,5989,5989,5989,0.9076814346923451,-0.0022281281039435185
gpt-oss-20b,gemma-3-27b,B:1,2081.0,2572.5,-33.800000000000004,4427.5,7000,7000,7000,0.8089407191448008,-0.007634105025409374
gpt-oss-20b,gemma-3-27b,B:B,642.2,803.0,-9.3,803.0,1606,1606,1606,0.7997509339975094,-0.011581569115815692
gpt-oss-20b,gpt-oss-20b,B:B,5560.4,7000.0,-40.0,7000.0,14000,14000,14000,0.7943428571428571,-0.005714285714285714
gpt-oss-20b,llama-3.3-70b,0:1,931.3,2393.0,0.0,0.0,2393,0,2393,0.3891767655662348,
gpt-oss-20b,llama-3.3-70b,0:B,224.0,596.0,0.0,0.0,596,0,596,0.37583892617449666,
gpt-oss-20b,llama-3.3-70b,1:0,329.0,548.0,0.0,0.0,548,0,548,0.6003649635036497,
gpt-oss-20b,llama-3.3-70b,1:B,77.2,139.0,0.0,0.0,139,0,139,0.5553956834532374,
gpt-oss-20b,llama-3.3-70b,B:0,1124.2,1319.2,-13.700000000000001,2416.8,3736,3736,3736,0.8521831412977562,-0.005668652763985435
gpt-oss-20b,llama-3.3-70b,B:1,1842.2,2853.6,-100.8,4146.4,7000,7000,7000,0.6455705074292123,-0.024310245031834845
gpt-oss-20b,llama-3.3-70b,B:B,396.5,585.0,-13.3,585.0,1170,1170,1170,0.6777777777777778,-0.022735042735042735
gpt-oss-20b,qwen-2.5-72b,0:1,397.2,752.0,0.0,0.0,752,0,752,0.5281914893617021,
gpt-oss-20b,qwen-2.5-72b,0:B,199.1,361.0,0.0,0.0,361,0,361,0.5515235457063712,
gpt-oss-20b,qwen-2.5-72b,1:0,590.3,1006.0,0.0,0.0,1006,0,1006,0.5867793240556659,
gpt-oss-20b,qwen-2.5-72b,1:B,154.0,291.0,0.0,0.0,291,0,291,0.5292096219931272,
gpt-oss-20b,qwen-2.5-72b,B:0,1962.5,2308.1,-24.8,3842.9,6151,6151,6151,0.8502664529266497,-0.00645345962684431
gpt-oss-20b,qwen-2.5-72b,B:1,2016.7,2492.6,-31.500000000000004,4507.4,7000,7000,7000,0.8090748615903074,-0.006988507787194393
gpt-oss-20b,qwen-2.5-72b,B:B,744.0,943.0,-14.200000000000001,943.0,1886,1886,1886,0.7889713679745494,-0.015058324496288442
llama-3.1-8b,llama-3.1-8b,B:B,2042.0,7000.0,-1931.9,7000.0,14000,14000,14000,0.2917142857142857,-0.2759857142857143
llama-3.1-8b,llama-3.3-70b,0:1,340.0,1095.0,0.0,0.0,1095,0,1095,0.3105022831050228,
llama-3.1-8b,llama-3.3-70b,0:B,101.7,331.0,0.0,0.0,331,0,331,0.30725075528700907,
llama-3.1-8b,llama-3.3-70b,1:0,446.9,1697.0,0.0,0.0,1697,0,1697,0.26334708308780197,
llama-3.1-8b,llama-3.3-70b,1:B,114.2,415.0,0.0,0.0,415,0,415,0.27518072289156625,
llama-3.1-8b,llama-3.3-70b,B:0,357.0,1741.5,-837.5,2302.5,4044,4044,4044,0.2049956933677864,-0.36373507057546145
llama-3.1-8b,llama-3.3-70b,B:1,376.3,1531.8,-658.5,2098.2,3630,3630,3630,0.24565870218044134,-0.31384043465827854
llama-3.1-8b,llama-3.3-70b,B:B,117.4,574.0,-204.8,574.0,1148,1148,1148,0.20452961672473868,-0.356794425087108
llama-3.3-70b,gemma-3-27b,0:1,467.3,710.0,0.0,0.0,710,0,710,0.658169014084507,
llama-3.3-70b,gemma-3-27b,0:B,143.2,224.0,0.0,0.0,224,0,224,0.6392857142857142,
llama-3.3-70b,gemma-3-27b,1:0,3678.3,4394.0,0.0,0.0,4394,0,4394,0.8371187983614019,
llama-3.3-70b,gemma-3-27b,1:B,794.4,1033.0,0.0,0.0,1033,0,1033,0.7690222652468538,
llama-3.3-70b,gemma-3-27b,B:0,474.8,498.2,-8.5,471.8,970,970,970,0.9530309112806102,-0.01801610852055956
llama-3.3-70b,gemma-3-27b,B:1,100.2,130.5,-16.8,142.5,273,273,273,0.767816091954023,-0.11789473684210527
llama-3.3-70b,gemma-3-27b,B:B,69.7,77.0,-3.3000000000000003,77.0,154,154,154,0.9051948051948052,-0.04285714285714286
llama-3.3-70b,gpt-oss-20b,0:1,247.5,548.0,0.0,0.0,548,0,548,0.4516423357664234,
llama-3.3-70b,gpt-oss-20b,0:B,1501.7,3736.0,0.0,0.0,3736,0,3736,0.4019539614561028,
llama-3.3-70b,gpt-oss-20b,1:0,1725.5,2393.0,0.0,0.0,2393,0,2393,0.7210614291684079,
llama-3.3-70b,gpt-oss-20b,1:B,3340.3,7000.0,0.0,0.0,7000,0,7000,0.4771857142857143,
llama-3.3-70b,gpt-oss-20b,B:0,271.7,303.1,-12.700000000000001,292.9,596,596,596,0.8964038271197623,-0.043359508364629575
llama-3.3-70b,gpt-oss-20b,B:1,40.1,65.4,-18.8,73.6,139,139,139,0.6131498470948011,-0.2554347826086957
llama-3.3-70b,gpt-oss-20b,B:B,475.1,585.0,-52.1,585.0,1170,1170,1170,0.8121367521367522,-0.08905982905982907
llama-3.3-70b,llama-3.1-8b,0:1,558.7,1697.0,0.0,0.0,1697,0,1697,0.3292280494991161,
llama-3.3-70b,llama-3.1-8b,0:B,798.8,4044.0,0.0,0.0,4044,0,4044,0.19752720079129574,
llama-3.3-70b,llama-3.1-8b,1:0,634.0,1095.0,0.0,0.0,1095,0,1095,0.5789954337899543,
llama-3.3-70b,llama-3.1-8b,1:B,1753.4,3630.0,0.0,0.0,3630,0,3630,0.48303030303030303,
llama-3.3-70b,llama-3.1-8b,B:0,123.5,160.1,-17.7,170.9,331,331,331,0.7713928794503435,-0.10356933879461673
llama-3.3-70b,llama-3.1-8b,B:1,91.1,199.2,-68.8,215.8,415,415,415,0.45732931726907633,-0.3188137164040778
llama-3.3-70b,llama-3.1-8b,B:B,325.7,574.0,-137.2,574.0,1148,1148,1148,0.5674216027874565,-0.23902439024390243
llama-3.3-70b,llama-3.3-70b,B:B,738.1,1320.0,-365.0,1320.0,2640,2640,2640,0.5591666666666667,-0.2765151515151515
llama-3.3-70b,qwen-2.5-72b,0:1,356.2,588.0,0.0,0.0,588,0,588,0.60578231292517,
llama-3.3-70b,qwen-2.5-72b,0:B,115.4,216.0,0.0,0.0,216,0,216,0.5342592592592593,
llama-3.3-70b,qwen-2.5-72b,1:0,3346.9,4578.0,0.0,0.0,4578,0,4578,0.7310834425513325,
llama-3.3-70b,qwen-2.5-72b,1:B,785.6,1275.0,0.0,0.0,1275,0,1275,0.6161568627450981,
llama-3.3-70b,qwen-2.5-72b,B:0,448.2,490.3,-20.900000000000002,477.7,968,968,968,0.9141342035488476,-0.04375130835252251
llama-3.3-70b,qwen-2.5-72b,B:1,82.1,113.2,-24.5,135.8,249,249,249,0.7252650176678445,-0.18041237113402062
llama-3.3-70b,qwen-2.5-72b,B:B,84.2,103.0,-9.5,103.0,206,206,206,0.8174757281553399,-0.09223300970873786
qwen-2.5-72b,gemma-3-27b,0:1,851.1,2097.0,0.0,0.0,2097,0,2097,0.4058655221745351,
qwen-2.5-72b,gemma-3-27b,0:B,203.3,592.0,0.0,0.0,592,0,592,0.3434121621621622,
qwen-2.5-72b,gemma-3-27b,1:0,1110.5,1723.0,0.0,0.0,1723,0,1723,0.6445153801508996,
qwen-2.5-72b,gemma-3-27b,1:B,287.0,589.0,0.0,0.0,589,0,589,0.4872665534804754,
qwen-2.5-72b,gemma-3-27b,B:0,242.3,328.0,-39.1,326.0,654,654,654,0.738719512195122,-0.11993865030674847
qwen-2.5-72b,gemma-3-27b,B:1,233.9,384.3,-79.5,403.7,788,788,788,0.6086390840489201,-0.19692841218726778
qwen-2.5-72b,gemma-3-27b,B:B,91.8,153.0,-31.4,153.0,306,306,306,0.6,-0.20522875816993463
qwen-2.5-72b,gpt-oss-20b,0:1,350.5,1006.0,0.0,0.0,1006,0,1006,0.34840954274353875,
qwen-2.5-72b,gpt-oss-20b,0:B,1474.1,6151.0,0.0,0.0,6151,0,6151,0.23965208909120467,
qwen-2.5-72b,gpt-oss-20b,1:0,453.9,752.0,0.0,0.0,752,0,752,0.6035904255319149,
qwen-2.5-72b,gpt-oss-20b,1:B,2310.0,7000.0,0.0,0.0,7000,0,7000,0.33,
qwen-2.5-72b,gpt-oss-20b,B:0,135.9,177.1,-10.8,183.9,361,361,361,0.7673630717108979,-0.05872756933115824
qwen-2.5-72b,gpt-oss-20b,B:1,87.2,139.9,-27.3,151.1,291,291,291,0.6233023588277341,-0.18067504963600267
qwen-2.5-72b,gpt-oss-20b,B:B,574.5,943.0,-161.9,943.0,1886,1886,1886,0.6092258748674443,-0.17168610816542948
qwen-2.5-72b,llama-3.3-70b,0:1,508.8,4578.0,0.0,0.0,4578,0,4578,0.11114023591087811,
qwen-2.5-72b,llama-3.3-70b,0:B,49.4,968.0,0.0,0.0,968,0,968,0.05103305785123967,
qwen-2.5-72b,llama-3.3-70b,1:0,263.6,588.0,0.0,0.0,588,0,588,0.4482993197278912,
qwen-2.5-72b,llama-3.3-70b,1:B,99.2,249.0,0.0,0.0,249,0,249,0.39839357429718875,
qwen-2.5-72b,llama-3.3-70b,B:0,71.9,107.8,-18.4,108.2,216,216,216,0.6669758812615956,-0.17005545286506468
qwen-2.5-72b,llama-3.3-70b,B:1,145.3,619.9,-366.0,655.1,1275,1275,1275,0.23439264397483467,-0.558693329262708
qwen-2.5-72b,llama-3.3-70b,B:B,32.0,103.0,-44.7,103.0,206,206,206,0.3106796116504854,-0.43398058252427185
qwen-2.5-72b,qwen-2.5-72b,B:B,865.8,1595.0,-423.4,1595.0,3190,3190,3190,0.54282131661442,-0.26545454545454544
qwen-2.5-72b,qwen-2.5-7b,0:1,561.2,3472.0,0.0,0.0,3472,0,3472,0.16163594470046083,
qwen-2.5-72b,qwen-2.5-7b,0:B,127.0,993.0,0.0,0.0,993,0,993,0.12789526686807653,
qwen-2.5-72b,qwen-2.5-7b,1:0,480.4,1371.0,0.0,0.0,1371,0,1371,0.3504011670313639,
qwen-2.5-72b,qwen-2.5-7b,1:B,140.3,575.0,0.0,0.0,575,0,575,0.24400000000000002,
qwen-2.5-72b,qwen-2.5-7b,B:0,133.2,263.8,-73.6,264.2,528,528,528,0.5049279757391963,-0.2785768357305072
qwen-2.5-72b,qwen-2.5-7b,B:1,156.7,442.3,-197.9,468.7,911,911,911,0.35428442233777974,-0.42223170471516963
qwen-2.5-72b,qwen-2.5-7b,B:B,52.7,155.0,-68.5,155.0,310,310,310,0.34,-0.44193548387096776
qwen-2.5-7b,qwen-2.5-72b,0:1,766.2,1371.0,0.0,0.0,1371,0,1371,0.5588621444201314,
qwen-2.5-7b,qwen-2.5-72b,0:B,276.3,528.0,0.0,0.0,528,0,528,0.5232954545454546,
qwen-2.5-7b,qwen-2.5-72b,1:0,1915.6,3472.0,0.0,0.0,3472,0,3472,0.5517281105990783,
qwen-2.5-7b,qwen-2.5-72b,1:B,434.1,911.0,0.0,0.0,911,0,911,0.4765093304061471,
qwen-2.5-7b,qwen-2.5-72b,B:0,316.7,510.4,-79.8,482.6,993,993,993,0.6204937304075235,-0.1653543307086614
qwen-2.5-7b,qwen-2.5-72b,B:1,169.7,278.4,-64.2,296.6,575,575,575,0.6095545977011494,-0.2164531355360755
qwen-2.5-7b,qwen-2.5-72b,B:B,76.7,155.0,-37.3,155.0,310,310,310,0.4948387096774194,-0.24064516129032257
qwen-2.5-7b,qwen-2.5-7b,B:B,804.3,1723.0,-493.7,1723.0,3446,3446,3446,0.4668020893789901,-0.28653511317469527
